species,image_slot,image_id,analysis_stage,source,observation_id,observation_url,license,photographer_or_observer,date_accessed,source_metadata_status,original_image_path,original_width,original_height,image_downloaded,usable,exclusion_reason,animal_clear,background_clear,segmentation_status,segmentation_qc,metrics_status,notes,source_photo_id
Phyllidia coelestis,6,Phyllidia_coelestis_img06,candidate,iNaturalist,386652593,https://www.inaturalist.org/observations/386652593,CC-BY-NC,Nathalie Gras (nathoutsidethebox),2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img06.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,707953586
Phyllidia coelestis,7,Phyllidia_coelestis_img07,candidate,iNaturalist,388876194,https://www.inaturalist.org/observations/388876194,CC-BY-NC,bekkaz,2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,712272153
Phyllidia coelestis,8,Phyllidia_coelestis_img08,candidate,iNaturalist,387112564,https://www.inaturalist.org/observations/387112564,CC-BY-NC,bekkaz,2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img08.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708834631
Phyllidia coelestis,9,Phyllidia_coelestis_img09,candidate,iNaturalist,385859437,https://www.inaturalist.org/observations/385859437,CC-BY-NC-SA,Amber Lancaster (zvakanaka),2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img09.jpg,1735,1301,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,706437762
Phyllidia coelestis,10,Phyllidia_coelestis_img10,candidate,iNaturalist,382869719,https://www.inaturalist.org/observations/382869719,CC-BY-NC,Virginie Raybaud (vraybaud),2026/8/12,matched,raw_data/formal_images/Phyllidia_coelestis/Phyllidia_coelestis_img10.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,700703653
Phyllidia elegans,1,Phyllidia_elegans_img01,candidate,iNaturalist,388959563,https://www.inaturalist.org/observations/388959563,CC-BY-NC,The Coral Tribe (thecoraltribe),2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img01.jpg,2048,1583,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,712441139
Phyllidia elegans,2,Phyllidia_elegans_img02,candidate,iNaturalist,388095582,https://www.inaturalist.org/observations/388095582,CC-BY-NC,Josy Lai (josylai),2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710748003
Phyllidia elegans,3,Phyllidia_elegans_img03,candidate,iNaturalist,387103890,https://www.inaturalist.org/observations/387103890,CC-BY-NC,mhdhaziqmk,2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img03.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,708820183
Phyllidia elegans,4,Phyllidia_elegans_img04,candidate,iNaturalist,386653836,https://www.inaturalist.org/observations/386653836,CC-BY-NC,Nathalie Gras (nathoutsidethebox),2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img04.jpg,2048,1501,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,707955838
Phyllidia elegans,5,Phyllidia_elegans_img05,candidate,iNaturalist,384786635,https://www.inaturalist.org/observations/384786635,CC-BY-NC,Ian Scholey (ianscholey1),2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img05.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704384731
Phyllidia elegans,6,Phyllidia_elegans_img06,candidate,iNaturalist,384786706,https://www.inaturalist.org/observations/384786706,CC-BY-NC,Ian Scholey (ianscholey1),2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img06.jpg,2048,1365,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704385416
Phyllidia elegans,7,Phyllidia_elegans_img07,candidate,iNaturalist,384842314,https://www.inaturalist.org/observations/384842314,CC-BY-NC,Meg Cummins (meg71850),2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img07.jpg,1024,768,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,704503783
Phyllidia elegans,8,Phyllidia_elegans_img08,candidate,iNaturalist,382880175,https://www.inaturalist.org/observations/382880175,CC-BY-NC,boussion_magali,2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img08.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,700719314
Phyllidia elegans,9,Phyllidia_elegans_img09,candidate,iNaturalist,380278981,https://www.inaturalist.org/observations/380278981,CC-BY-NC,Prat (mathias_prat),2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,695697760
Phyllidia elegans,10,Phyllidia_elegans_img10,candidate,iNaturalist,379685743,https://www.inaturalist.org/observations/379685743,CC-BY-NC,Xavier Rufray (xrufray),2026/8/12,matched,raw_data/formal_images/Phyllidia_elegans/Phyllidia_elegans_img10.jpg,2048,1235,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,694548635
Phyllidia varicosa,1,Phyllidia_varicosa_img01,candidate,iNaturalist,389909537,https://www.inaturalist.org/observations/389909537,CC-BY,Ben Costamagna (bencostamagna),2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img01.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714269403
Phyllidia varicosa,2,Phyllidia_varicosa_img02,candidate,iNaturalist,389905506,https://www.inaturalist.org/observations/389905506,CC-BY-NC,alla_tishkovich,2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img02.jpg,2048,1152,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714266291
Phyllidia varicosa,3,Phyllidia_varicosa_img03,candidate,iNaturalist,388898853,https://www.inaturalist.org/observations/388898853,CC-BY-NC,Floris P (serranusscriba),2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img03.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,712321709
Phyllidia varicosa,4,Phyllidia_varicosa_img04,candidate,iNaturalist,387835640,https://www.inaturalist.org/observations/387835640,CC-BY,Selim Türeli (selimtureli),2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img04.jpg,1184,1269,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,710234519
Phyllidia varicosa,5,Phyllidia_varicosa_img05,candidate,iNaturalist,388518373,https://www.inaturalist.org/observations/388518373,CC-BY-NC,kkittens,2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img05.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,711573604
Phyllidia varicosa,6,Phyllidia_varicosa_img06,candidate,iNaturalist,387264356,https://www.inaturalist.org/observations/387264356,CC-BY-NC,liam_h,2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img06.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,709113772
Phyllidia varicosa,7,Phyllidia_varicosa_img07,candidate,iNaturalist,388820832,https://www.inaturalist.org/observations/388820832,CC-BY-NC,orionsmcc,2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,712162019
Phyllidia varicosa,8,Phyllidia_varicosa_img08,candidate,iNaturalist,389953808,https://www.inaturalist.org/observations/389953808,CC-BY-NC,吳柏軒 (tylerwu583),2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img08.jpg,1024,768,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714354668
Phyllidia varicosa,9,Phyllidia_varicosa_img09,candidate,iNaturalist,386209037,https://www.inaturalist.org/observations/386209037,CC-BY-NC,maxdebeer,2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img09.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,707112045
Phyllidia varicosa,10,Phyllidia_varicosa_img10,candidate,iNaturalist,385255987,https://www.inaturalist.org/observations/385255987,CC-BY-NC,bekkaz,2026/8/12,matched,raw_data/formal_images/Phyllidia_varicosa/Phyllidia_varicosa_img10.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,705286378
Phyllidiopsis shireenae,1,Phyllidiopsis_shireenae_img01,candidate,iNaturalist,385925798,https://www.inaturalist.org/observations/385925798,CC-BY-NC,Hugo Lee (hugoism),2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img01.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,706570284
Phyllidiopsis shireenae,2,Phyllidiopsis_shireenae_img02,candidate,iNaturalist,378730085,https://www.inaturalist.org/observations/378730085,CC-BY-NC,biomoyo,2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img02.jpg,1194,897,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,692698044
Phyllidiopsis shireenae,3,Phyllidiopsis_shireenae_img03,candidate,iNaturalist,385874765,https://www.inaturalist.org/observations/385874765,CC-BY-NC,David Hancock (hardyhancock),2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img03.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,706467678
Phyllidiopsis shireenae,4,Phyllidiopsis_shireenae_img04,candidate,iNaturalist,375449533,https://www.inaturalist.org/observations/375449533,CC-BY-NC,Emma Taylor (emma_taylor3),2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img04.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,686371687
Phyllidiopsis shireenae,5,Phyllidiopsis_shireenae_img05,candidate,iNaturalist,357362491,https://www.inaturalist.org/observations/357362491,CC-BY-NC,Steven Schulting (steven2802),2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img05.jpg,2048,1542,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,651789450
Phyllidiopsis shireenae,6,Phyllidiopsis_shireenae_img06,candidate,iNaturalist,356431453,https://www.inaturalist.org/observations/356431453,CC-BY,Pierre Pericard (ppericard),2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img06.jpg,1639,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,650002870
Phyllidiopsis shireenae,7,Phyllidiopsis_shireenae_img07,candidate,iNaturalist,352163692,https://www.inaturalist.org/observations/352163692,CC-BY-NC,wild___max,2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img07.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,642741332
Phyllidiopsis shireenae,8,Phyllidiopsis_shireenae_img08,candidate,iNaturalist,350728805,https://www.inaturalist.org/observations/350728805,CC-BY-NC,Ella Pennington (ellapennington),2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img08.jpg,2048,1492,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,639973196
Phyllidiopsis shireenae,9,Phyllidiopsis_shireenae_img09,candidate,iNaturalist,350462838,https://www.inaturalist.org/observations/350462838,CC-BY-NC,Ella Pennington (ellapennington),2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img09.jpg,2048,1256,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,639453738
Phyllidiopsis shireenae,10,Phyllidiopsis_shireenae_img10,candidate,iNaturalist,342729846,https://www.inaturalist.org/observations/342729846,CC-BY-NC,Scuba Rider 96 (scuba_rider_96),2026/8/12,matched,raw_data/formal_images/Phyllidiopsis_shireenae/Phyllidiopsis_shireenae_img10.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,624172309
Sebadoris fragilis,1,Sebadoris_fragilis_img01,candidate,iNaturalist,390237357,https://www.inaturalist.org/observations/390237357,CC-BY-NC,Kate Gillespie (melonss),2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img01.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,714911922
Sebadoris fragilis,2,Sebadoris_fragilis_img02,candidate,iNaturalist,389474899,https://www.inaturalist.org/observations/389474899,CC-BY-NC,Oscar (boogman),2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img02.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,713415066
Sebadoris fragilis,3,Sebadoris_fragilis_img03,candidate,iNaturalist,386037231,https://www.inaturalist.org/observations/386037231,CC-BY-NC,Carole BERNARD (carila33),2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img03.jpg,2048,1368,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,706774897
Sebadoris fragilis,4,Sebadoris_fragilis_img04,candidate,iNaturalist,385172846,https://www.inaturalist.org/observations/385172846,CC-BY-NC,Joëlle VINCENT (joellevincent),2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img04.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,705127146
Sebadoris fragilis,5,Sebadoris_fragilis_img05,candidate,iNaturalist,382936573,https://www.inaturalist.org/observations/382936573,CC-BY-NC,謝忠良 (bobohog),2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img05.jpg,2048,1536,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,700830694
Sebadoris fragilis,6,Sebadoris_fragilis_img06,candidate,iNaturalist,383831707,https://www.inaturalist.org/observations/383831707,CC-BY-NC,wan_yun,2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img06.jpg,1542,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,702551882
Sebadoris fragilis,7,Sebadoris_fragilis_img07,candidate,iNaturalist,379287775,https://www.inaturalist.org/observations/379287775,CC-BY-NC,Chee Koi Jun (koizzz),2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img07.jpg,2048,1368,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,693778349
Sebadoris fragilis,8,Sebadoris_fragilis_img08,candidate,iNaturalist,376765479,https://www.inaturalist.org/observations/376765479,CC-BY-NC,Lando K (lmk96),2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img08.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,688911422
Sebadoris fragilis,9,Sebadoris_fragilis_img09,candidate,iNaturalist,366919301,https://www.inaturalist.org/observations/366919301,CC-BY-NC,Lando K (lmk96),2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img09.jpg,1536,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,670023306
Sebadoris fragilis,10,Sebadoris_fragilis_img10,candidate,iNaturalist,362344412,https://www.inaturalist.org/observations/362344412,CC-BY-NC,eggward_and_kugita,2026/8/12,matched,raw_data/formal_images/Sebadoris_fragilis/Sebadoris_fragilis_img10.jpg,1152,2048,yes,yes,,yes,yes,not_started,not_reviewed,not_started,Research grade; whole animal clear and fully visible; colour pattern visible; natural background clear,661337819
